id,name,generic,category,type,price,isAntibiotic,tags,image
333,Omeprazole 650mg,omeprazole,acidity,syrup,105,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
334,ORS 250mg,ors,hydration,tablet,71,false,"{dehydration,diarrhea}",/medicines/ors.jpg
335,Amoxicillin 500mg,amoxicillin,infection,capsule,48,true,"{infection}",/medicines/amoxicillin.jpg
336,Azithromycin 650mg,azithromycin,infection,syrup,28,true,"{infection}",/medicines/azithromycin.jpg
337,Paracetamol 250mg,paracetamol,fever,tablet,86,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
338,Ibuprofen 500mg,ibuprofen,pain,capsule,21,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
339,Cetirizine 650mg,cetirizine,allergy,syrup,96,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
340,Omeprazole 250mg,omeprazole,acidity,tablet,112,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
341,ORS 500mg,ors,hydration,capsule,93,false,"{dehydration,diarrhea}",/medicines/ors.jpg
342,Amoxicillin 650mg,amoxicillin,infection,syrup,70,true,"{infection}",/medicines/amoxicillin.jpg
343,Azithromycin 250mg,azithromycin,infection,tablet,26,true,"{infection}",/medicines/azithromycin.jpg
344,Paracetamol 500mg,paracetamol,fever,capsule,52,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
345,Ibuprofen 650mg,ibuprofen,pain,syrup,73,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
346,Cetirizine 250mg,cetirizine,allergy,tablet,22,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
347,Omeprazole 500mg,omeprazole,acidity,capsule,47,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
348,ORS 650mg,ors,hydration,syrup,36,false,"{dehydration,diarrhea}",/medicines/ors.jpg
349,Amoxicillin 250mg,amoxicillin,infection,tablet,60,true,"{infection}",/medicines/amoxicillin.jpg
350,Azithromycin 500mg,azithromycin,infection,capsule,94,true,"{infection}",/medicines/azithromycin.jpg
351,Paracetamol 650mg,paracetamol,fever,syrup,106,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
352,Ibuprofen 250mg,ibuprofen,pain,tablet,118,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
353,Cetirizine 500mg,cetirizine,allergy,capsule,88,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
354,Omeprazole 650mg,omeprazole,acidity,syrup,29,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
355,ORS 250mg,ors,hydration,tablet,100,false,"{dehydration,diarrhea}",/medicines/ors.jpg
356,Amoxicillin 500mg,amoxicillin,infection,capsule,112,true,"{infection}",/medicines/amoxicillin.jpg
357,Azithromycin 650mg,azithromycin,infection,syrup,99,true,"{infection}",/medicines/azithromycin.jpg
358,Paracetamol 250mg,paracetamol,fever,tablet,21,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
359,Ibuprofen 500mg,ibuprofen,pain,capsule,65,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
360,Cetirizine 650mg,cetirizine,allergy,syrup,61,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
361,Omeprazole 250mg,omeprazole,acidity,tablet,118,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
362,ORS 500mg,ors,hydration,capsule,35,false,"{dehydration,diarrhea}",/medicines/ors.jpg
363,Amoxicillin 650mg,amoxicillin,infection,syrup,90,true,"{infection}",/medicines/amoxicillin.jpg
364,Azithromycin 250mg,azithromycin,infection,tablet,20,true,"{infection}",/medicines/azithromycin.jpg
365,Paracetamol 500mg,paracetamol,fever,capsule,29,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
366,Ibuprofen 650mg,ibuprofen,pain,syrup,38,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
367,Cetirizine 250mg,cetirizine,allergy,tablet,95,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
368,Omeprazole 500mg,omeprazole,acidity,capsule,61,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
369,ORS 650mg,ors,hydration,syrup,104,false,"{dehydration,diarrhea}",/medicines/ors.jpg
370,Amoxicillin 250mg,amoxicillin,infection,tablet,96,true,"{infection}",/medicines/amoxicillin.jpg
371,Azithromycin 500mg,azithromycin,infection,capsule,113,true,"{infection}",/medicines/azithromycin.jpg
372,Paracetamol 650mg,paracetamol,fever,syrup,114,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
373,Ibuprofen 250mg,ibuprofen,pain,tablet,99,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
374,Cetirizine 500mg,cetirizine,allergy,capsule,98,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
375,Omeprazole 650mg,omeprazole,acidity,syrup,77,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
376,ORS 250mg,ors,hydration,tablet,22,false,"{dehydration,diarrhea}",/medicines/ors.jpg
377,Amoxicillin 500mg,amoxicillin,infection,capsule,101,true,"{infection}",/medicines/amoxicillin.jpg
378,Azithromycin 650mg,azithromycin,infection,syrup,77,true,"{infection}",/medicines/azithromycin.jpg
379,Paracetamol 250mg,paracetamol,fever,tablet,44,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
380,Ibuprofen 500mg,ibuprofen,pain,capsule,54,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
381,Cetirizine 650mg,cetirizine,allergy,syrup,34,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
382,Omeprazole 250mg,omeprazole,acidity,tablet,26,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
383,ORS 500mg,ors,hydration,capsule,114,false,"{dehydration,diarrhea}",/medicines/ors.jpg
384,Amoxicillin 650mg,amoxicillin,infection,syrup,86,true,"{infection}",/medicines/amoxicillin.jpg
385,Azithromycin 250mg,azithromycin,infection,tablet,33,true,"{infection}",/medicines/azithromycin.jpg
386,Paracetamol 500mg,paracetamol,fever,capsule,87,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
387,Ibuprofen 650mg,ibuprofen,pain,syrup,77,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
388,Cetirizine 250mg,cetirizine,allergy,tablet,107,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
389,Omeprazole 500mg,omeprazole,acidity,capsule,58,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
390,ORS 650mg,ors,hydration,syrup,32,false,"{dehydration,diarrhea}",/medicines/ors.jpg
391,Amoxicillin 250mg,amoxicillin,infection,tablet,44,true,"{infection}",/medicines/amoxicillin.jpg
392,Azithromycin 500mg,azithromycin,infection,capsule,82,true,"{infection}",/medicines/azithromycin.jpg
393,Paracetamol 650mg,paracetamol,fever,syrup,115,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
394,Ibuprofen 250mg,ibuprofen,pain,tablet,83,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
395,Cetirizine 500mg,cetirizine,allergy,capsule,52,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
396,Omeprazole 650mg,omeprazole,acidity,syrup,43,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
397,ORS 250mg,ors,hydration,tablet,98,false,"{dehydration,diarrhea}",/medicines/ors.jpg
398,Amoxicillin 500mg,amoxicillin,infection,capsule,46,true,"{infection}",/medicines/amoxicillin.jpg
399,Azithromycin 650mg,azithromycin,infection,syrup,21,true,"{infection}",/medicines/azithromycin.jpg
400,Paracetamol 250mg,paracetamol,fever,tablet,113,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
401,Ibuprofen 500mg,ibuprofen,pain,capsule,69,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
402,Cetirizine 650mg,cetirizine,allergy,syrup,21,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
403,Omeprazole 250mg,omeprazole,acidity,tablet,59,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
404,ORS 500mg,ors,hydration,capsule,97,false,"{dehydration,diarrhea}",/medicines/ors.jpg
405,Amoxicillin 650mg,amoxicillin,infection,syrup,87,true,"{infection}",/medicines/amoxicillin.jpg
406,Azithromycin 250mg,azithromycin,infection,tablet,91,true,"{infection}",/medicines/azithromycin.jpg
407,Paracetamol 500mg,paracetamol,fever,capsule,77,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
408,Ibuprofen 650mg,ibuprofen,pain,syrup,39,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
409,Cetirizine 250mg,cetirizine,allergy,tablet,63,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
410,Omeprazole 500mg,omeprazole,acidity,capsule,98,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
411,ORS 650mg,ors,hydration,syrup,30,false,"{dehydration,diarrhea}",/medicines/ors.jpg
412,Amoxicillin 250mg,amoxicillin,infection,tablet,94,true,"{infection}",/medicines/amoxicillin.jpg
413,Azithromycin 500mg,azithromycin,infection,capsule,28,true,"{infection}",/medicines/azithromycin.jpg
414,Paracetamol 650mg,paracetamol,fever,syrup,91,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
415,Ibuprofen 250mg,ibuprofen,pain,tablet,24,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
416,Cetirizine 500mg,cetirizine,allergy,capsule,47,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
417,Omeprazole 650mg,omeprazole,acidity,syrup,47,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
418,ORS 250mg,ors,hydration,tablet,117,false,"{dehydration,diarrhea}",/medicines/ors.jpg
419,Amoxicillin 500mg,amoxicillin,infection,capsule,76,true,"{infection}",/medicines/amoxicillin.jpg
420,Azithromycin 650mg,azithromycin,infection,syrup,20,true,"{infection}",/medicines/azithromycin.jpg
421,Paracetamol 250mg,paracetamol,fever,tablet,52,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
422,Ibuprofen 500mg,ibuprofen,pain,capsule,78,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
423,Cetirizine 650mg,cetirizine,allergy,syrup,89,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
424,Omeprazole 250mg,omeprazole,acidity,tablet,118,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
425,ORS 500mg,ors,hydration,capsule,95,false,"{dehydration,diarrhea}",/medicines/ors.jpg
426,Amoxicillin 650mg,amoxicillin,infection,syrup,51,true,"{infection}",/medicines/amoxicillin.jpg
427,Azithromycin 250mg,azithromycin,infection,tablet,32,true,"{infection}",/medicines/azithromycin.jpg
428,Paracetamol 500mg,paracetamol,fever,capsule,79,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
429,Ibuprofen 650mg,ibuprofen,pain,syrup,43,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
430,Cetirizine 250mg,cetirizine,allergy,tablet,91,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
431,Omeprazole 500mg,omeprazole,acidity,capsule,86,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
432,ORS 650mg,ors,hydration,syrup,63,false,"{dehydration,diarrhea}",/medicines/ors.jpg
433,Amoxicillin 250mg,amoxicillin,infection,tablet,40,true,"{infection}",/medicines/amoxicillin.jpg
434,Azithromycin 500mg,azithromycin,infection,capsule,73,true,"{infection}",/medicines/azithromycin.jpg
435,Paracetamol 650mg,paracetamol,fever,syrup,40,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
436,Ibuprofen 250mg,ibuprofen,pain,tablet,103,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
437,Cetirizine 500mg,cetirizine,allergy,capsule,36,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
438,Omeprazole 650mg,omeprazole,acidity,syrup,114,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
439,ORS 250mg,ors,hydration,tablet,26,false,"{dehydration,diarrhea}",/medicines/ors.jpg
440,Amoxicillin 500mg,amoxicillin,infection,capsule,74,true,"{infection}",/medicines/amoxicillin.jpg
441,Azithromycin 650mg,azithromycin,infection,syrup,79,true,"{infection}",/medicines/azithromycin.jpg
442,Paracetamol 250mg,paracetamol,fever,tablet,104,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
443,Ibuprofen 500mg,ibuprofen,pain,capsule,44,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
444,Cetirizine 650mg,cetirizine,allergy,syrup,87,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
445,Omeprazole 250mg,omeprazole,acidity,tablet,42,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
446,ORS 500mg,ors,hydration,capsule,100,false,"{dehydration,diarrhea}",/medicines/ors.jpg
447,Amoxicillin 650mg,amoxicillin,infection,syrup,94,true,"{infection}",/medicines/amoxicillin.jpg
448,Azithromycin 250mg,azithromycin,infection,tablet,20,true,"{infection}",/medicines/azithromycin.jpg
449,Paracetamol 500mg,paracetamol,fever,capsule,103,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
450,Ibuprofen 650mg,ibuprofen,pain,syrup,24,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
451,Cetirizine 250mg,cetirizine,allergy,tablet,69,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
452,Omeprazole 500mg,omeprazole,acidity,capsule,97,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
453,ORS 650mg,ors,hydration,syrup,46,false,"{dehydration,diarrhea}",/medicines/ors.jpg
454,Amoxicillin 250mg,amoxicillin,infection,tablet,50,true,"{infection}",/medicines/amoxicillin.jpg
455,Azithromycin 500mg,azithromycin,infection,capsule,99,true,"{infection}",/medicines/azithromycin.jpg
456,Paracetamol 650mg,paracetamol,fever,syrup,47,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
457,Ibuprofen 250mg,ibuprofen,pain,tablet,68,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
458,Cetirizine 500mg,cetirizine,allergy,capsule,114,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
459,Omeprazole 650mg,omeprazole,acidity,syrup,44,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
460,ORS 250mg,ors,hydration,tablet,61,false,"{dehydration,diarrhea}",/medicines/ors.jpg
461,Amoxicillin 500mg,amoxicillin,infection,capsule,31,true,"{infection}",/medicines/amoxicillin.jpg
462,Azithromycin 650mg,azithromycin,infection,syrup,79,true,"{infection}",/medicines/azithromycin.jpg
463,Paracetamol 250mg,paracetamol,fever,tablet,36,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
464,Ibuprofen 500mg,ibuprofen,pain,capsule,46,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
465,Cetirizine 650mg,cetirizine,allergy,syrup,84,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
466,Omeprazole 250mg,omeprazole,acidity,tablet,88,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
467,ORS 500mg,ors,hydration,capsule,114,false,"{dehydration,diarrhea}",/medicines/ors.jpg
468,Amoxicillin 650mg,amoxicillin,infection,syrup,25,true,"{infection}",/medicines/amoxicillin.jpg
469,Azithromycin 250mg,azithromycin,infection,tablet,25,true,"{infection}",/medicines/azithromycin.jpg
470,Paracetamol 500mg,paracetamol,fever,capsule,63,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
471,Ibuprofen 650mg,ibuprofen,pain,syrup,43,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
472,Cetirizine 250mg,cetirizine,allergy,tablet,25,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
473,Omeprazole 500mg,omeprazole,acidity,capsule,115,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
474,ORS 650mg,ors,hydration,syrup,71,false,"{dehydration,diarrhea}",/medicines/ors.jpg
475,Amoxicillin 250mg,amoxicillin,infection,tablet,95,true,"{infection}",/medicines/amoxicillin.jpg
476,Azithromycin 500mg,azithromycin,infection,capsule,41,true,"{infection}",/medicines/azithromycin.jpg
477,Paracetamol 650mg,paracetamol,fever,syrup,57,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
478,Ibuprofen 250mg,ibuprofen,pain,tablet,21,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
479,Cetirizine 500mg,cetirizine,allergy,capsule,33,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
480,Omeprazole 650mg,omeprazole,acidity,syrup,92,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
481,ORS 250mg,ors,hydration,tablet,58,false,"{dehydration,diarrhea}",/medicines/ors.jpg
482,Amoxicillin 500mg,amoxicillin,infection,capsule,69,true,"{infection}",/medicines/amoxicillin.jpg
483,Azithromycin 650mg,azithromycin,infection,syrup,28,true,"{infection}",/medicines/azithromycin.jpg
484,Paracetamol 250mg,paracetamol,fever,tablet,88,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
485,Ibuprofen 500mg,ibuprofen,pain,capsule,52,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
486,Cetirizine 650mg,cetirizine,allergy,syrup,106,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
487,Omeprazole 250mg,omeprazole,acidity,tablet,65,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
488,ORS 500mg,ors,hydration,capsule,82,false,"{dehydration,diarrhea}",/medicines/ors.jpg
489,Amoxicillin 650mg,amoxicillin,infection,syrup,108,true,"{infection}",/medicines/amoxicillin.jpg
490,Azithromycin 250mg,azithromycin,infection,tablet,112,true,"{infection}",/medicines/azithromycin.jpg
491,Paracetamol 500mg,paracetamol,fever,capsule,114,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
492,Ibuprofen 650mg,ibuprofen,pain,syrup,96,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
493,Cetirizine 250mg,cetirizine,allergy,tablet,36,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
494,Omeprazole 500mg,omeprazole,acidity,capsule,32,false,"{acidity,gas,heartburn}",/medicines/omeprazole.jpg
495,ORS 650mg,ors,hydration,syrup,67,false,"{dehydration,diarrhea}",/medicines/ors.jpg
496,Amoxicillin 250mg,amoxicillin,infection,tablet,25,true,"{infection}",/medicines/amoxicillin.jpg
497,Azithromycin 500mg,azithromycin,infection,capsule,40,true,"{infection}",/medicines/azithromycin.jpg
498,Paracetamol 650mg,paracetamol,fever,syrup,68,false,"{fever,pain,headache}",/medicines/paracetamol.jpg
499,Ibuprofen 250mg,ibuprofen,pain,tablet,35,false,"{pain,inflammation}",/medicines/ibuprofen.jpg
500,Cetirizine 500mg,cetirizine,allergy,capsule,21,false,"{allergy,sneezing}",/medicines/cetirizine.jpg
